"Season","League","Player","Team","Age","Position","Goal-Scoring","Attack","Possession","Defense","Physical","Goalkeeping","PosRank","Grade"
"2025/26","Liga 2","Léo Teixeira","Felgueiras 1932",26,"AM & W",43.86,65.25,52.37,88.98,79.32,0,2,"S"
"2025/26","Liga 2","Feliz Vaz","Felgueiras 1932",36,"AM & W",15.25,35.96,74.24,52.26,46.1,0,26,"C"
"2025/26","Liga 2","Gui Meira","Feirense",21,"AM & W",83.47,47.09,55.76,71.33,32.03,0,11,"B"
"2025/26","Liga 2","Miguel","Feirense",21,"AM & W",43.86,54.24,17.12,23.87,51.86,0,58,"F"
"2025/26","Liga 2","Pedrinho","Feirense",22,"AM & W",92.16,78.09,66.95,47.32,56.44,0,5,"A"
"2025/26","Liga 2","L. Santos","Feirense",26,"AM & W",51.48,50.97,48.64,64.69,66.78,0,19,"C"
"2025/26","Liga 2","João Oliveira","Feirense",27,"AM & W",11.86,34.75,44.92,56.92,42.03,0,48,"D"
"2025/26","Liga 2","André Candeias","Farense",23,"AM & W",75.42,39.59,35.42,87.01,34.24,0,25,"C"
"2025/26","Liga 2","Miguel Menino","Farense",23,"AM & W",24.15,31.96,70.51,54.8,28.81,0,31,"C"
"2025/26","Liga 2","Jaiminho","Farense",28,"AM & W",27.12,30.39,15.59,55.65,33.05,0,59,"F"
"2025/26","Liga 2","Bruno Almeida","Farense",29,"AM & W",11.86,40.68,66.61,40.54,57.29,0,39,"C"
"2025/26","Liga 2","Marco Matias","Farense",36,"AM & W",62.29,48.31,50.85,36.58,28.98,0,43,"D"
"2025/26","Liga 2","Reinaldo","Chaves",24,"AM & W",73.09,69.61,44.75,28.67,54.24,0,34,"C"
"2025/26","Liga 2","R. Esajas","Chaves",24,"AM & W",48.31,62.95,39.15,47.88,68.14,0,29,"C"
"2025/26","Liga 2","Wellington Carvalho","Chaves",33,"AM & W",48.52,29.06,33.73,55.65,20.34,0,53,"E"
"2025/26","Liga 2","Olívio Tomé","Benfica II",20,"AM & W",76.91,70.94,36.95,53.11,58.47,0,16,"C"
"2025/26","Liga 2","João Rêgo","Benfica II",20,"AM & W",58.26,46.97,45.59,69.77,61.69,0,24,"C"
"2025/26","Liga 2","Gonçalo Moreira","Benfica II",20,"AM & W",62.29,46.61,76.1,54.1,45.25,0,10,"B"
"2025/26","Liga 2","Bruno Silva","Académico de Viseu F.C.",20,"AM & W",54.24,53.75,59.49,67.94,43.39,0,9,"B"
"2025/26","Liga 2","Á. Zamora","Académico de Viseu F.C.",23,"AM & W",87.29,71.19,58.14,16.38,37.97,0,30,"C"
"2025/26","Liga 2","João Guilherme","Académico de Viseu F.C.",25,"AM & W",83.26,67.92,28.81,52.68,61.19,0,28,"C"
"2025/26","Liga 2","C. Kahraman","Académico de Viseu F.C.",27,"AM & W",32.63,43.46,55.25,38.14,31.02,0,44,"D"
"2025/26","Liga 2","Francisco Silva","Benfica II",18,"CF",48.1,44.57,36.3,36.23,28.04,0,37,"E"
"2025/26","Liga 2","Flávio Gonçalves","Sporting CP II",18,"CF",66.3,77.02,71.96,67.57,87.17,0,1,"S"
"2025/26","Liga 2","Gabriel Silva","Sporting CP II",18,"CF",23.91,33.07,32.61,28.26,51.52,0,45,"F"
"2025/26","Liga 2","T. Melnichenko","Porto II",19,"CF",41.85,63.04,54.35,49.46,74.13,0,17,"B"
"2025/26","Liga 2","J. Trevisan","Benfica II",20,"CF",53.26,32.14,45.65,35.69,23.91,0,43,"E"
"2025/26","Liga 2","Rafael Nel","Sporting CP II",20,"CF",63.86,59.47,37.61,53.8,57.83,0,21,"C"
"2025/26","Liga 2","Rodrigo Ribeiro","Sporting CP II",20,"CF",81.79,61.8,58.7,29.53,38.26,0,20,"C"
"2025/26","Liga 2","Ivan Lima","Benfica II",21,"CF",26.36,69.1,76.96,67.75,85,0,3,"S"
"2025/26","Liga 2","Lucas Anjos","Sporting CP II",21,"CF",51.09,50.78,56.96,63.41,53.04,0,18,"C"
"2025/26","Liga 2","D. Michel","União de Leiria",22,"CF",69.84,48.6,25.43,63.41,37.17,0,29,"D"
"2025/26","Liga 2","L. Vonić","Porto II",22,"CF",44.29,34.01,57.39,49.28,36.3,0,32,"D"
"2025/26","Liga 2","José Bica","Leixões",22,"CF",69.29,69.57,53.04,48.91,65,0,11,"B"
"2025/26","Liga 2","Nile John","Feirense",23,"CF",23.64,62.11,77.39,52.9,70.87,0,6,"A"
"2025/26","Liga 2","Diego Fernandes","Paços de Ferreira",24,"CF",53.26,61.18,36.96,73.73,51.3,0,16,"B"
"2025/26","Liga 2","Desmond Nketia","Feirense",24,"CF",51.36,51.55,29.57,56.52,40.43,0,28,"D"
"2025/26","Liga 2","Musa Drammeh","Torreense",24,"CF",81.52,64.29,43.26,38.04,63.7,0,22,"C"
"2025/26","Liga 2","J. Sery","Penafiel",25,"CF",56.79,51.4,46.09,50.54,37.61,0,25,"C"
"2025/26","Liga 2","U. Milovanović","Chaves",25,"CF",32.34,31.52,41.74,29.71,36.09,0,44,"F"
"2025/26","Liga 2","K. Klimov","Feirense",25,"CF",20.38,39.44,16.09,57.97,54.78,0,42,"E"
"2025/26","Liga 2","Lucas Duarte","Felgueiras 1932",25,"CF",72.01,55.28,36.96,65.04,54.13,0,19,"C"
"2025/26","Liga 2","Tamble Monteiro","Portimonense",25,"CF",81.52,66.15,47.83,54.71,60,0,15,"B"
"2025/26","Liga 2","Manu Garrido","Vizela",25,"CF",51.09,40.06,42.83,54.35,26.96,0,30,"D"
"2025/26","Liga 2","Mario Rivas","Felgueiras 1932",25,"CF",75.27,66.93,61.52,88.22,66.09,0,2,"S"
"2025/26","Liga 2","Raúl Alcaina","Penafiel",25,"CF",35.33,56.52,40,53.08,69.57,0,23,"C"
"2025/26","Liga 2","Adrián Butzke","Marítimo",26,"CF",78.8,73.91,58.04,58.7,65,0,4,"A"
"2025/26","Liga 2","Pedro Martelo","UD Oliveirense",26,"CF",50.54,38.35,56.3,28.26,32.83,0,38,"E"
"2025/26","Liga 2","João Victor","Paços de Ferreira",26,"CF",39.95,34.47,41.96,58.7,46.74,0,34,"D"
"2025/26","Liga 2","B. Sangaré","Farense",26,"CF",46.74,66.15,57.17,53.99,62.39,0,8,"B"
"2025/26","Liga 2","Miguel Pereira","Lusitania FC Lourosa",27,"CF",33.42,58.07,61.74,60.14,66.96,0,13,"B"
"2025/26","Liga 2","Y. Fortune","Vizela",27,"CF",19.57,34.01,50.22,44.57,36.74,0,36,"E"
"2025/26","Liga 2","Ricardo Schutte","Penafiel",27,"CF",20.38,36.8,57.61,29.17,48.26,0,39,"E"
"2025/26","Liga 2","Y. Kitala","Vizela",27,"CF",44.57,38.51,55.65,32.43,18.91,0,35,"E"
"2025/26","Liga 2","Andre Clóvis","Académico de Viseu F.C.",28,"CF",93.48,63.98,34.35,35.33,43.7,0,26,"C"
"2025/26","Liga 2","H. Mörschel","Vizela",28,"CF",42.66,57.92,63.48,63.59,75.43,0,9,"B"
"2025/26","Liga 2","Leandro Antunes","Feirense",28,"CF",48.64,57.92,65.43,80.43,70.65,0,5,"A"
"2025/26","Liga 2","K. Zohi","Torreense",29,"CF",37.5,47.05,78.7,30.8,37.17,0,24,"C"
"2025/26","Liga 2","Pablo Fernández","União de Leiria",29,"CF",34.78,48.76,72.17,70.29,73.04,0,12,"B"
"2025/26","Liga 2","Juan Muñoz","União de Leiria",30,"CF",46.47,62.27,77.39,50.91,67.17,0,7,"A"
"2025/26","Liga 2","Rui Costa","Farense",30,"CF",58.15,60.87,73.04,41.49,54.78,0,14,"B"
"2025/26","Liga 2","B. Róchez","Leixões",31,"CF",71.47,58.23,46.96,77.72,62.39,0,10,"B"
"2025/26","Liga 2","Pité","Torreense",31,"CF",50,38.51,42.17,55.07,28.04,0,33,"D"
"2025/26","Liga 2","Welinton Júnior","Portimonense",32,"CF",23.37,31.99,46.52,13.95,35.22,0,46,"F"
"2025/26","Liga 2","D. Dorregaray","Farense",33,"CF",75.54,42.55,25.87,84.78,40.22,0,27,"C"
"2025/26","Liga 2","Ricardo Valente","Leixões",34,"CF",50.54,39.6,51.52,25.36,39.13,0,41,"E"
"2025/26","Liga 2","João Silva","Lusitania FC Lourosa",35,"CF",42.12,33.7,55.43,35.87,46.09,0,40,"E"
"2025/26","Liga 2","Roberto","Chaves",37,"CF",66.85,36.8,51.09,50.36,30.22,0,31,"D"
"2025/26","Liga 2","Antonio Gomís","Vizela",22,"GK",0,0,0,0,0,55.56,9,"B"
"2025/26","Liga 2","João Bravim","União de Leiria",27,"GK",0,0,0,0,0,45.68,17,"C"
"2025/26","Liga 2","Ricardo Ribeiro","UD Oliveirense",36,"GK",0,0,0,0,0,45.68,18,"C"
"2025/26","Liga 2","Lucas Paes","Torreense",28,"GK",0,0,0,0,0,71.6,3,"S"
"2025/26","Liga 2","Diego Callai","Sporting CP II",21,"GK",0,0,0,0,0,60.49,8,"B"
"2025/26","Liga 2","Gonçalo Ribeiro","Porto II",20,"GK",0,0,0,0,0,41.67,21,"D"
"2025/26","Liga 2","Diogo Fernandes","Porto II",21,"GK",0,0,0,0,0,33.02,26,"E"
"2025/26","Liga 2","João Costa","Porto II",30,"GK",0,0,0,0,0,73.15,2,"S"
"2025/26","Liga 2","M. Cleiton","Portimonense",27,"GK",0,0,0,0,0,42.59,20,"D"
"2025/26","Liga 2","S. Cibois","Portimonense",28,"GK",0,0,0,0,0,48.77,14,"C"
"2025/26","Liga 2","Joan Femenías","Penafiel",29,"GK",0,0,0,0,0,70.06,4,"S"
"2025/26","Liga 2","Rafa","Paços de Ferreira",22,"GK",0,0,0,0,0,74.07,1,"S"
"2025/26","Liga 2","Marafona","Paços de Ferreira",38,"GK",0,0,0,0,0,36.42,23,"E"
"2025/26","Liga 2","Samú Silva","Marítimo",26,"GK",0,0,0,0,0,66.98,6,"A"
"2025/26","Liga 2","Vitor Hugo","Lusitania FC Lourosa",24,"GK",0,0,0,0,0,41.36,22,"D"
"2025/26","Liga 2","Miguel Ángel Morro","Leixões",25,"GK",0,0,0,0,0,35.8,24,"E"
"2025/26","Liga 2","I. Stefanović","Leixões",37,"GK",0,0,0,0,0,45.06,19,"C"
"2025/26","Liga 2","Felipe Scheibig","Felgueiras 1932",26,"GK",0,0,0,0,0,47.22,16,"C"
"2025/26","Liga 2","C. Figueiredo","Felgueiras 1932",35,"GK",0,0,0,0,0,53.7,11,"C"
"2025/26","Liga 2","Francisco Meixedo","Feirense",24,"GK",0,0,0,0,0,35.8,25,"E"
"2025/26","Liga 2","Diego Altube","Feirense",26,"GK",0,0,0,0,0,55.25,10,"B"
"2025/26","Liga 2","Brian Araújo","Farense",25,"GK",0,0,0,0,0,50.31,12,"C"
"2025/26","Liga 2","M. Gudžulić","Chaves",23,"GK",0,0,0,0,0,61.42,7,"B"
"2025/26","Liga 2","Vózinha","Chaves",39,"GK",0,0,0,0,0,48.46,15,"C"
"2025/26","Liga 2","Diogo Ferreira","Benfica II",19,"GK",0,0,0,0,0,50,13,"C"
"2025/26","Liga 2","D. Gril","Académico de Viseu F.C.",24,"GK",0,0,0,0,0,67.9,5,"A"
"2025/26","Liga 2","Bruno Brígido","Académico de Viseu F.C.",34,"GK",0,0,0,0,0,25.31,27,"F"
"2025/26","Liga 3","Afonso Sousa","Sporting Braga II",18,"CB",17.53,30.65,73.75,63.54,56.39,0,17,"B"
"2025/26","Liga 3","Miguel Vila Cova","Varzim",19,"CB",88.02,70.24,27.78,69.44,51.94,0,13,"B"
"2025/26","Liga 3","Rika","Vitória Guimarães II",19,"CB",46.7,57.24,57.64,58.1,55.83,0,18,"B"
"2025/26","Liga 3","Kauê Alves","Mafra",20,"CB",32.81,59.92,45.14,52.43,79.58,0,35,"C"
"2025/26","Liga 3","André Oliveira","Vitória Guimarães II",20,"CB",59.55,65.77,51.94,44.21,68.61,0,37,"C"
"2025/26","Liga 3","Nuno Matos","Sporting Braga II",21,"CB",18.58,42.06,63.06,38.08,50.14,0,55,"D"
"2025/26","Liga 3","Moussa Camara","Mafra",21,"CB",80.38,53.67,52.64,45.6,48.47,0,43,"C"
"2025/26","Liga 3","Afonso Pinto","CF Os Belenenses",21,"CB",98.09,63.79,34.44,66.78,51.94,0,16,"B"
"2025/26","Liga 3","Fodé Pascoal","Sporting Braga II",21,"CB",55.56,54.17,67.08,50.69,56.67,0,24,"B"
"2025/26","Liga 3","Wendel","Amora",21,"CB",36.46,32.84,44.86,39.7,24.58,0,64,"E"
"2025/26","Liga 3","Samuel Vivas","Amarante",22,"CB",57.81,51.09,50.69,54.98,48.61,0,32,"C"
"2025/26","Liga 3","Alcobia","Vitória Guimarães II",22,"CB",80.9,49.4,60.42,53.7,31.11,0,28,"C"
"2025/26","Liga 3","Rui Carreira","Caldas",22,"CB",45.49,55.06,57.22,48.96,57.78,0,34,"C"
"2025/26","Liga 3","David Vinhas","União Santarém",22,"CB",20.66,39.88,47.36,67.36,76.53,0,25,"B"
"2025/26","Liga 3","João Matos","Sporting Braga II",22,"CB",20.31,21.63,50.69,54.75,34.58,0,53,"D"
"2025/26","Liga 3","Duarte Henriques","Atlético CP",22,"CB",75,74.6,71.25,53.47,66.39,0,6,"A"
"2025/26","Liga 3","Derick","Varzim",23,"CB",78.82,66.67,40.14,87.38,59.72,0,2,"S"
"2025/26","Liga 3","Gonçalo Cunha","Trofense",23,"CB",50.35,59.33,56.94,34.26,60.42,0,49,"C"
"2025/26","Liga 3","Edu Borges","1º Dezembro",23,"CB",34.55,42.06,60.28,72.8,48.75,0,7,"A"
"2025/26","Liga 3","Fernando Loureiro","Sanjoanense",23,"CB",31.6,36.41,66.11,61.23,37.64,0,23,"B"
"2025/26","Liga 3","Rodrigo Rêgo","Varzim",23,"CB",28.47,39.29,62.36,68.17,44.03,0,12,"B"
"2025/26","Liga 3","Thiago Carvalho","Vitória Guimarães II",23,"CB",42.71,40.48,44.03,74.31,61.11,0,15,"B"
"2025/26","Liga 3","Ruben Cardoso","Sanjoanense",23,"CB",44.27,38.19,45.28,71.18,30.83,0,22,"B"
"2025/26","Liga 3","Duarte Maneta","Caldas",23,"CB",67.01,63.29,49.72,52.66,74.17,0,27,"C"
"2025/26","Liga 3","Eduardo Monteiro","Caldas",23,"CB",92.71,96.03,58.33,26.16,72.92,0,36,"C"
"2025/26","Liga 3","Rui Pacheco","Paredes",23,"CB",52.6,37.3,64.86,37.73,39.86,0,57,"D"
"2025/26","Liga 3","F. Mendes","Amarante",23,"CB",36.28,33.63,20.42,56.02,43.19,0,60,"D"
"2025/26","Liga 3","Cesinha","CF Os Belenenses",24,"CB",25.35,51.79,65.28,36.46,69.31,0,48,"C"
"2025/26","Liga 3","Ricardo Teixeira","Académica",24,"CB",73.61,64.38,34.72,49.77,58.61,0,42,"C"
"2025/26","Liga 3","Pedro Pereira","União Santarém",24,"CB",70.31,51.59,43.06,52.66,41.25,0,41,"C"
"2025/26","Liga 3","Francisco Saldanha","Trofense",24,"CB",26.56,64.09,51.94,33.33,77.08,0,51,"D"
"2025/26","Liga 3","João Filipe","Amarante",25,"CB",90.28,51.29,31.11,28.82,18.47,0,66,"E"
"2025/26","Liga 3","Chicão","Varzim",25,"CB",48.96,49.7,30.83,50.93,52.08,0,52,"D"
"2025/26","Liga 3","Eduardo Aguiar","Amarante",25,"CB",84.03,56.05,18.75,58.33,55.42,0,45,"C"
"2025/26","Liga 3","Matheus Brito","Paredes",25,"CB",31.08,39.09,56.94,19.44,32.64,0,68,"E"
"2025/26","Liga 3","Alisson Calegari","Sporting Covilhã",25,"CB",27.95,47.42,42.78,39.58,50.28,0,59,"D"
"2025/26","Liga 3","Guilherme","Académica",25,"CB",65.62,50.89,41.25,35.76,42.64,0,62,"D"
"2025/26","Liga 3","Tiago Caveira","Sporting Covilhã",25,"CB",46.01,46.43,60.69,60.53,63.19,0,21,"B"
"2025/26","Liga 3","Miguel Rodeia","União Santarém",25,"CB",47.05,55.06,39.86,72.22,76.11,0,11,"B"
"2025/26","Liga 3","David Martins","AD Marco 09",25,"CB",22.4,47.82,41.53,61.81,59.58,0,30,"C"
"2025/26","Liga 3","Bruno Almeida","Atlético CP",25,"CB",53.99,57.54,39.03,75.12,59.44,0,9,"A"
"2025/26","Liga 3","Caiser Gomes","1º Dezembro",25,"CB",23.44,47.22,56.39,24.77,44.03,0,65,"E"
"2025/26","Liga 3","L. Mané","1º Dezembro",25,"CB",24.83,33.73,44.03,52.78,42.92,0,50,"D"
"2025/26","Liga 3","Carlos Balsa","Sporting Covilhã",25,"CB",84.9,63.99,30.83,76.04,73.89,0,8,"A"
"2025/26","Liga 3","Diogo Gomes","Trofense",25,"CB",68.4,55.65,47.64,75.81,56.53,0,4,"A"
"2025/26","Liga 3","Rodrigo Monteiro","Lusitano Évora 1911",26,"CB",79.34,51.09,35.69,26.27,30,0,67,"E"
"2025/26","Liga 3","Pedro Covelinhas","Varzim",26,"CB",70.14,47.92,35.28,49.31,40.28,0,54,"D"
"2025/26","Liga 3","João Serrão","São João Ver",26,"CB",84.72,64.09,76.67,46.76,31.81,0,14,"B"
"2025/26","Liga 3","Welisson Santos","Trofense",26,"CB",19.44,27.38,17.92,34.26,37.5,0,72,"F"
"2025/26","Liga 3","Gonçalo Loureiro","Sporting Covilhã",26,"CB",35.94,27.68,40.69,55.9,32.78,0,56,"D"
"2025/26","Liga 3","Fran González","Atlético CP",27,"CB",36.98,27.78,32.22,34.14,17.92,0,69,"F"
"2025/26","Liga 3","Rui Bruno","São João Ver",27,"CB",27.43,54.56,69.86,45.49,75.42,0,29,"C"
"2025/26","Liga 3","Leandro Teixeira","Fafe",27,"CB",67.36,64.48,75.97,63.89,51.11,0,3,"A"
"2025/26","Liga 3","João Batista","Fafe",27,"CB",69.44,70.14,70.42,16.2,49.44,0,58,"D"
"2025/26","Liga 3","Tiago Palancha","Lusitano Évora 1911",27,"CB",70.14,39.68,52.22,17.71,23.89,0,70,"F"
"2025/26","Liga 3","Bruno Morais","São João Ver",27,"CB",32.64,40.87,50.56,74.88,46.67,0,10,"B"
"2025/26","Liga 3","Zé Ricardo","Caldas",28,"CB",88.19,79.37,31.25,41.67,60.97,0,44,"C"
"2025/26","Liga 3","Gonçalo Pimenta","Varzim",29,"CB",46.7,67.96,35.42,53.82,67.36,0,33,"C"
"2025/26","Liga 3","Nuno Tomás","CF Os Belenenses",30,"CB",61.46,61.11,77.92,31.71,42.64,0,39,"C"
"2025/26","Liga 3","Zé Oliveira","Fafe",30,"CB",23.44,24.5,48.33,22.11,25.83,0,71,"F"
"2025/26","Liga 3","Tiago Correia","Amora",31,"CB",21.35,26.69,54.86,73.5,48.61,0,20,"B"
"2025/26","Liga 3","Manuel Pedro","AD Marco 09",31,"CB",39.93,56.55,66.11,48.61,45,0,26,"C"
"2025/26","Liga 3","Dénis Duarte","Paredes",31,"CB",61.81,53.97,68.06,65.74,66.94,0,5,"A"
"2025/26","Liga 3","Cassiano","Lusitano Évora 1911",31,"CB",77.95,62,60.42,45.14,38.33,0,31,"C"
"2025/26","Liga 3","Marcos Valente","AD Marco 09",31,"CB",38.89,53.97,71.81,52.66,63.89,0,19,"B"
"2025/26","Liga 3","Tiago Duque","Amora",31,"CB",28.3,36.81,66.94,29.98,33.89,0,61,"D"
"2025/26","Liga 3","H. Vieira Pereira","AD Marco 09",32,"CB",25,48.61,52.08,29.63,65,0,63,"D"
"2025/26","Liga 3","João Freitas","1º Dezembro",33,"CB",81.6,82.64,75.97,66.09,60.42,0,1,"S"
"2025/26","Liga 3","Nuno Reis","União Santarém",35,"CB",41.15,45.14,40.28,58.45,38.89,0,40,"C"
"2025/26","Liga 3","Jaime Simões","União Santarém",36,"CB",69.44,35.71,25,64.7,37.22,0,47,"C"
"2025/26","Liga 3","Washington Santana","São João Ver",37,"CB",26.39,39.19,59.03,52.78,59.31,0,38,"C"
"2025/26","Liga 3","Miguel Lopes","Amora",39,"CB",16.84,51.69,57.92,40.74,53.61,0,46,"C"
"2025/26","Liga 3","Rodrigo Silva","Vitória Guimarães II",18,"FB & WB",25.44,31.2,62.28,76.75,57.02,0,14,"A"
"2025/26","Liga 3","Djé Beni","Mafra",20,"FB & WB",23.68,43.11,50.35,47.81,57.72,0,36,"C"
"2025/26","Liga 3","Guilherme Costa","Sporting Braga II",20,"FB & WB",64.47,52.38,52.28,48.54,42.28,0,26,"C"
"2025/26","Liga 3","Rodrigo Teixeira","União Santarém",20,"FB & WB",48.9,36.59,24.21,45.47,34.56,0,55,"E"
"2025/26","Liga 3","R. Alexandre","Caldas",20,"FB & WB",87.94,64.16,28.07,52.92,61.23,0,29,"C"
"2025/26","Liga 3","António Infante","1º Dezembro",21,"FB & WB",90.79,73.68,56.14,59.06,42.28,0,8,"A"
"2025/26","Liga 3","David Monteiro","União Santarém",21,"FB & WB",74.56,56.52,41.75,31.73,24.39,0,48,"D"
"2025/26","Liga 3","Tomás Marques","Sporting Braga II",21,"FB & WB",23.68,16.54,70,47.81,33.16,0,42,"D"
"2025/26","Liga 3","José Macedo","Paredes",21,"FB & WB",23.46,33.96,24.56,59.94,34.04,0,52,"D"
"2025/26","Liga 3","J. Oliveira","Trofense",21,"FB & WB",74.78,74.56,23.33,47.95,77.19,0,32,"C"
"2025/26","Liga 3","João Machado","CF Os Belenenses",21,"FB & WB",86.62,63.66,47.72,29.09,41.23,0,43,"D"
"2025/26","Liga 3","Rui Santos","Sanjoanense",22,"FB & WB",30.7,48.5,27.19,49.56,57.89,0,46,"D"
"2025/26","Liga 3","Vicente Durand","Atlético CP",22,"FB & WB",73.25,72.06,50,68.27,75.61,0,4,"S"
"2025/26","Liga 3","Euri Carvalho","Lusitano Évora 1911",22,"FB & WB",35.31,46.12,54.74,52.19,73.86,0,25,"C"
"2025/26","Liga 3","R. Trotta","Amora",22,"FB & WB",42.32,43.23,48.42,48.54,56.67,0,38,"C"
"2025/26","Liga 3","L. Adeniyi","Amarante",22,"FB & WB",90.35,78.57,10.7,24.56,48.25,0,54,"E"
"2025/26","Liga 3","Janico","Sanjoanense",23,"FB & WB",41.45,50.63,52.11,69.01,69.3,0,15,"A"
"2025/26","Liga 3","Rafael Moreira","Mafra",23,"FB & WB",26.75,43.48,53.86,40.06,58.6,0,41,"D"
"2025/26","Liga 3","Rui Ferreira","Amarante",23,"FB & WB",56.36,48.87,45.79,46.78,47.72,0,37,"C"
"2025/26","Liga 3","Obama Ribeiro","Amarante",23,"FB & WB",32.02,41.23,47.37,45.32,50.35,0,44,"D"
"2025/26","Liga 3","Tiago Ventura","Amarante",23,"FB & WB",97.37,62.16,40.88,39.62,27.72,0,39,"C"
"2025/26","Liga 3","Francisco Dias","Vitória Guimarães II",23,"FB & WB",41.67,52.01,62.81,47.37,61.75,0,22,"B"
"2025/26","Liga 3","Luís Filipe","Varzim",24,"FB & WB",56.8,70.68,50.7,52.92,61.75,0,17,"B"
"2025/26","Liga 3","João Ricardo","União Santarém",24,"FB & WB",45.18,70.18,30.35,88.45,85.09,0,3,"S"
"2025/26","Liga 3","Miguel Barandas","Atlético CP",25,"FB & WB",91.67,79.57,66.49,24.27,51.58,0,21,"B"
"2025/26","Liga 3","Edu","Trofense",25,"FB & WB",72.15,50.38,47.72,60.67,39.12,0,20,"B"
"2025/26","Liga 3","Miguel Vilela","São João Ver",25,"FB & WB",53.07,60.78,67.89,61.4,57.37,0,7,"A"
"2025/26","Liga 3","Edu Silva","Sporting Covilhã",25,"FB & WB",16.67,12.91,42.11,48.68,23.86,0,56,"E"
"2025/26","Liga 3","João Oliveira","São João Ver",25,"FB & WB",75,74.69,27.19,37.43,67.02,0,40,"D"
"2025/26","Liga 3","Diogo Outeiro","Paredes",25,"FB & WB",33.33,47.12,37.72,47.51,55.96,0,45,"D"
"2025/26","Liga 3","Pedro Araújo","Paredes",26,"FB & WB",43.2,37.72,39.3,63.74,47.19,0,31,"C"
"2025/26","Liga 3","Evandro Barros","CF Os Belenenses",26,"FB & WB",46.71,74.69,40.88,35.38,71.23,0,30,"C"
"2025/26","Liga 3","Cândido Santos","Sporting Covilhã",26,"FB & WB",18.42,22.18,47.72,53.36,47.54,0,47,"D"
"2025/26","Liga 3","Miguel Silva","Sporting Covilhã",27,"FB & WB",25.66,52.26,67.19,47.37,57.72,0,19,"B"
"2025/26","Liga 3","Vítinha","Sanjoanense",27,"FB & WB",76.32,45.74,48.42,78.36,32.11,0,13,"A"
"2025/26","Liga 3","Filipe Maio","Sanjoanense",27,"FB & WB",54.82,43.48,64.91,50.58,48.6,0,23,"C"
"2025/26","Liga 3","Bruno Sousa","AD Marco 09",29,"FB & WB",23.03,49.62,87.37,28.36,57.54,0,24,"C"
"2025/26","Liga 3","Lisandro Menezes","1º Dezembro",29,"FB & WB",38.38,44.61,34.21,19.44,40.7,0,57,"F"
"2025/26","Liga 3","Rui Silva","Caldas",29,"FB & WB",22.37,37.72,60.88,30.41,58.6,0,50,"D"
"2025/26","Liga 3","Nuno Januário","Caldas",29,"FB & WB",77.63,60.78,54.74,18.71,34.74,0,49,"D"
"2025/26","Liga 3","Nandinho","AD Marco 09",29,"FB & WB",72.59,58.65,52.11,41.37,38.07,0,28,"C"
"2025/26","Liga 3","Celso Raposo","Mafra",29,"FB & WB",33.99,47.49,65.09,64.62,52.81,0,12,"A"
"2025/26","Liga 3","Diogo Castro","Fafe",29,"FB & WB",72.15,80.58,76.14,37.72,70,0,9,"A"
"2025/26","Liga 3","Diogo Clemente","Caldas",30,"FB & WB",24.78,37.72,78.42,62.87,30.53,0,11,"A"
"2025/26","Liga 3","João Vigário","Fafe",30,"FB & WB",54.82,76.44,73.51,46.78,77.37,0,5,"A"
"2025/26","Liga 3","Miguel Bandarra","CF Os Belenenses",30,"FB & WB",32.89,51.88,75.09,69.59,55.44,0,2,"S"
"2025/26","Liga 3","Miguel Pereira","Trofense",30,"FB & WB",35.96,28.82,38.77,69.01,36.67,0,34,"C"
"2025/26","Liga 3","João Pinto","Lusitano Évora 1911",31,"FB & WB",41.01,43.98,85.09,48.39,63.86,0,16,"B"
"2025/26","Liga 3","Erivaldo","AD Marco 09",32,"FB & WB",76.97,52.76,19.12,46.64,49.12,0,53,"E"
"2025/26","Liga 3","Káká","Académica",33,"FB & WB",70.18,48.25,21.75,73.68,42.63,0,27,"C"
"2025/26","Liga 3","Fábio Pala","Amora",33,"FB & WB",29.82,32.08,70.18,76.75,49.3,0,10,"A"
"2025/26","Liga 3","Paulinho","Atlético CP",33,"FB & WB",37.28,37.34,81.58,79.39,36.14,0,1,"S"
"2025/26","Liga 3","Joel Monteiro","São João Ver",34,"FB & WB",73.03,54.01,61.05,32.02,44.91,0,35,"C"
"2025/26","Liga 3","Joel Ferreira","Trofense",34,"FB & WB",54.39,38.1,42.63,43.57,31.4,0,51,"D"
"2025/26","Liga 3","Edson Farias","Académica",34,"FB & WB",63.82,67.29,60.7,62.13,71.05,0,6,"A"
"2025/26","Liga 3","Jorge Bernardo","1º Dezembro",34,"FB & WB",25.44,36.97,52.81,53.22,34.91,0,33,"C"
"2025/26","Liga 3","Talocha","Varzim",36,"FB & WB",38.6,39.35,55.61,66.81,45.26,0,18,"B"
"2025/26","Liga 3","João Lomba","Sporting Braga II",18,"MF",26.64,28.22,50.16,25.82,23.11,0,60,"F"
"2025/26","Liga 3","Catarino Pascoal","Atlético CP",18,"MF",75.61,76.7,48.69,54.37,62.62,0,9,"A"
"2025/26","Liga 3","Tiago Ferreira","Sporting Braga II",19,"MF",63.73,44.15,31.8,56.97,25.08,0,47,"D"
"2025/26","Liga 3","Martim Boloto","Varzim",21,"MF",23.36,26.93,64.75,57.24,35.57,0,34,"C"
"2025/26","Liga 3","Pedro Teixeira","Amora",21,"MF",63.11,59.25,50.66,68.85,45.9,0,10,"A"
